timestamp,close,volume,volatility,avg_volume,trend,volatility_category,avg_volume_category
2023-12-05,4.784,9557157.01,,,Stable,,
2023-12-06,4.739,8898476.79,,,Downward,,
2023-12-07,5.031,11733660.16,,,Upward,,
2023-12-08,5.219,7578381.7,,,Upward,,
2023-12-09,5.127,13026472.84,,,Downward,,
2023-12-10,5.151,6211295.0,,,Upward,,
2023-12-11,4.615,12952001.03,,9993920.647142855,Downward,,High
2023-12-12,4.649,10023468.86,5.23431912117874,10060536.625714283,Upward,High,High
2023-12-13,4.722,6386206.72,5.267949632960685,9701640.901428573,Upward,High,Medium
2023-12-14,4.86,7557201.58,4.761852409034606,9105003.961428571,Upward,Medium,Medium
2023-12-15,4.806,10234595.04,4.400330335805953,9484463.01,Downward,Medium,Medium
2023-12-16,5.696,38862296.48,8.574958957871157,13175294.958571428,Upward,High,High
2023-12-17,5.28,25744005.62,9.254451878340548,15965682.19,Downward,High,High
2023-12-18,5.305,16879492.59,7.890801828015598,16526752.41285714,Upward,High,High
2023-12-19,5.108,9390603.74,8.206753758437623,16436343.11,Downward,High,High
2023-12-20,5.33,8148450.0,8.270631004189923,16688092.15,Upward,High,High
2023-12-21,5.499,8519588.03,8.275681593512184,16825575.92857143,Upward,High,High
2023-12-22,5.53,12595963.18,8.192702707109765,17162914.234285716,Upward,High,High
2023-12-23,5.64,6823121.67,4.093452822291618,12585889.26142857,Upward,Medium,High
2023-12-24,5.637,11388470.92,2.6036363540960163,10535098.59,Downward,Low,High
2023-12-25,5.79,12262777.26,2.669600912711469,9875567.828571428,Upward,Low,Medium
2023-12-26,5.757,13321213.31,1.8159005298054505,10437083.481428573,Downward,Low,High
2023-12-27,5.929,14290884.72,1.542653841578493,11314574.155714286,Upward,Low,High
2023-12-28,6.251,17355258.7,2.0822476496235724,12576812.82285714,Upward,Low,High
2023-12-29,5.81,16192033.11,3.991865037762062,13090537.098571427,Downward,Medium,High
2023-12-30,6.005,7778926.69,4.093172523423805,13227080.672857145,Upward,Medium,High
