timestamp,close,volume,volatility,avg_volume,trend,volatility_category,avg_volume_category
2023-12-05,1.0909,73734638.0,,,Stable,,
2023-12-06,1.0587,68324921.0,,,Downward,,
2023-12-07,1.1719,152169477.5,,,Upward,,
2023-12-08,1.1661,84032221.0,,,Downward,,
2023-12-09,1.1392,109479415.7,,,Downward,,
2023-12-10,1.1558,48475761.1,,,Upward,,
2023-12-11,1.0952,128868146.5,,95012082.97142856,Downward,,High
2023-12-12,1.2521,149171233.9,7.407527063059447,105788739.52857144,Upward,High,High
2023-12-13,1.186,135202613.2,7.723394861295335,115342695.55714284,Downward,High,High
2023-12-14,1.1834,76542151.4,6.678561527648193,104538791.82857142,Downward,High,High
2023-12-15,1.1001,54459827.1,7.245604402289183,100314164.12857142,Downward,High,High
2023-12-16,1.1249,49571386.5,7.273126451329963,91755874.24285711,Upward,High,High
2023-12-17,1.1061,45677231.4,7.267412268181776,91356084.28571428,Downward,High,High
2023-12-18,1.101,60517484.9,6.955455180611176,81591704.05714285,Downward,High,Medium
2023-12-19,1.0735,54149049.8,3.162809093621029,68017106.32857142,Downward,Low,Medium
2023-12-20,1.105,59389322.5,3.319653811552575,57186636.22857143,Upward,Medium,Low
2023-12-21,1.1582,73208564.2,3.984710159699333,56710409.48571428,Upward,Medium,Low
2023-12-22,1.4193,291920005.7,8.59258842019959,90633292.14285716,Upward,High,High
2023-12-23,1.3934,143727389.1,8.863809503768625,104084149.65714286,Downward,High,High
2023-12-24,1.354,124139975.3,8.984149045905355,115293113.07142857,Downward,High,High
2023-12-25,1.3875,82771661.6,8.850107223108944,118472281.17142858,Upward,High,High
2023-12-26,1.3261,89725582.9,9.100062969730354,123554643.04285714,Downward,High,High
2023-12-27,1.5052,167140032.1,9.858559533103318,138947601.55714285,Upward,High,High
2023-12-28,1.4678,166677742.1,10.246788123482949,152300341.25714287,Downward,High,High
2023-12-29,1.5098,117598412.2,6.140411012856316,127397256.47142856,Upward,High,High
2023-12-30,1.4801,64644012.8,6.1517011274648485,116099631.28571428,Downward,High,High
2023-12-31,1.5612,107499114.4,6.086765788989423,113722365.44285716,Upward,High,High
2024-01-01,1.7345,99385810.9,6.960567691785215,116095815.34285714,Upward,High,High
2024-01-02,1.7701,136280613.7,6.120795825219736,122746534.02857144,Upward,High,High
2024-01-03,1.9137,407868649.1,5.018441277648973,157136336.45714286,Upward,High,High
2024-01-04,2.004,216311622.8,4.24298188262808,164226890.84285715,Upward,Medium,High
2024-01-05,1.952,151342235.8,5.0456732115932175,169047437.07142857,Downward,High,High
2024-01-06,1.7519,120847304.1,7.16280255326891,177076478.6857143,Downward,High,High
2024-01-07,1.7218,109500720.6,7.207035418348207,177362422.42857143,Downward,High,High
2024-01-08,1.8213,173353349.9,6.260212122109296,187929213.7142857,Upward,High,High
2024-01-09,1.8438,148642270.6,6.242107272017909,189695164.7,Upward,High,High
2024-01-10,2.2281,273863600.1,9.661197648940623,170551586.2714286,Upward,High,High
2024-01-11,2.2587,194013619.6,9.620030433590976,167366157.24285716,Upward,High,High
2024-01-12,2.2032,178598754.0,9.608980526441178,171259945.55714288,Downward,High,High
2024-01-13,2.1762,84836301.6,8.17109264388407,166115516.62857145,Downward,High,High
2024-01-14,2.0302,63416367.3,8.879563305462478,159532037.58571428,Downward,High,High
2024-01-15,2.11,71439120.2,8.799572387750272,144972861.91428572,Upward,High,High
2024-01-16,2.1509,77252955.6,8.787706399474319,134774388.34285715,Upward,High,High
2024-01-17,2.0383,58380871.4,3.8945718039784,103991141.38571428,Downward,Medium,High
2024-01-18,1.8918,82038808.9,4.277880990056461,87994739.85714285,Downward,Medium,High
2024-01-19,1.8564,87125104.9,4.282778301734347,74927075.7,Downward,Medium,Medium
2024-01-20,1.8169,47701803.2,4.257251780111849,69622147.35714285,Downward,Medium,Medium
2024-01-21,1.8162,51377041.9,3.8789502228849497,67902243.72857143,Downward,Medium,Medium
2024-01-22,1.6888,105498347.3,3.507100272418409,72767847.60000001,Downward,Medium,Medium
2024-01-23,1.6902,125916792.7,3.1128501877568766,79719824.32857142,Upward,Low,Medium
2024-01-24,1.7376,87139909.9,3.721451432943332,83828258.4,Upward,Medium,High
2024-01-25,1.7322,62911440.7,3.0260374786655624,81095777.22857143,Downward,Low,Medium
2024-01-26,1.8171,76438802.7,3.7707308314376182,79569162.62857142,Upward,Medium,Medium
2024-01-27,1.7967,33804110.2,3.7055859256928296,77583777.91428573,Downward,Medium,Medium
2024-01-28,1.7987,56749697.0,3.706431026608934,78351300.07142857,Upward,Medium,Medium
2024-01-29,1.8546,58428812.2,2.229599422767261,71627080.77142857,Upward,Low,Medium
2024-01-30,1.885,82394959.5,2.1565214431484803,65409676.02857143,Upward,Low,Medium
2024-01-31,1.7635,76215370.7,3.623490145129257,63849027.571428575,Downward,Medium,Medium
2024-02-01,1.7845,58568605.8,3.627916110759536,63228622.58571428,Upward,Medium,Medium
2024-02-02,1.7928,43368591.3,3.072452077470405,58504306.67142857,Upward,Low,Low
2024-02-03,1.7656,27595552.5,3.0967772045743573,57617369.85714286,Downward,Low,Low
2024-02-04,1.7315,28655663.5,3.157436109055588,53603936.5,Downward,Low,Low
2024-02-05,1.7356,40554442.0,2.774067197306498,51050455.04285715,Upward,Low,Low
2024-02-06,1.8307,82205620.8,3.614399614995625,51023406.65714286,Upward,Medium,Low
2024-02-07,1.8991,67105414.1,2.687124492097157,49721984.28571428,Upward,Low,Low
2024-02-08,1.8628,58438634.4,2.914728499553702,49703416.942857146,Downward,Low,Low
2024-02-09,1.9812,64261459.9,3.617735488852538,52688112.45714285,Upward,Medium,Low
2024-02-10,1.9605,30691240.1,3.5561186312843365,53130353.54285715,Downward,Medium,Low
2024-02-11,1.9417,28111945.5,3.413113250930765,53052679.54285715,Downward,Medium,Low
2024-02-12,2.076,65899889.1,3.8428879245128,56673457.7,Upward,Medium,Low
2024-02-13,2.0472,49750946.3,3.877509837363124,52037075.62857143,Downward,Medium,Low
2024-02-14,2.111,50609522.5,3.829300442111385,49680519.68571429,Upward,Medium,Low
2024-02-15,2.072,55004006.1,3.819633611036527,49189858.5,Downward,Medium,Low
2024-02-16,2.0104,47819309.0,3.4944083344892927,46840979.8,Downward,Medium,Low
2024-02-17,1.9693,28701443.5,3.576092432504643,46556723.14285714,Downward,Medium,Low
2024-02-18,2.0396,34949034.9,3.7541293933677418,47533450.2,Upward,Medium,Low
2024-02-19,2.0541,52924608.2,2.62082734591349,45679838.64285714,Upward,Low,Low
2024-02-20,2.0098,94342676.9,2.697732358668759,52050085.87142857,Downward,Low,Low
2024-02-21,1.8767,70518896.6,3.155497529621523,54894282.17142857,Downward,Low,Low
2024-02-22,1.808,65381398.1,3.2499712056183703,56376766.74285715,Downward,Low,Low
2024-02-23,1.7987,58273740.0,3.2453114741653986,57870256.88571429,Downward,Low,Low
2024-02-24,1.8446,37350695.3,3.572619690123017,59105864.28571428,Upward,Medium,Medium
2024-02-25,1.9046,37069067.2,3.508314165793172,59408726.04285715,Upward,Medium,Medium
2024-02-26,1.9283,60439882.3,3.5551206230252865,60482336.62857143,Upward,Medium,Medium
2024-02-27,1.8958,60892154.4,3.530489172917565,55703690.55714286,Downward,Medium,Low
2024-02-28,1.8999,106102542.1,2.41216805298133,60787068.48571428,Upward,Low,Medium
2024-02-29,1.9445,133348118.9,1.8006115764536554,70496600.02857143,Upward,Low,Medium
2024-03-01,1.988,56716647.4,1.697259353152084,70274158.22857143,Upward,Low,Medium
2024-03-02,2.0248,68383528.3,1.6413252062679382,74707420.0857143,Upward,Low,Medium
2024-03-03,2.0439,136903675.7,1.4116030916609723,88969507.0142857,Upward,Low,High
2024-03-04,1.9823,106418858.1,2.065762405828068,95537932.12857142,Downward,Low,High
2024-03-05,1.9659,253986257.3,1.942200457751324,123122803.9714286,Downward,Low,High
2024-03-06,2.0538,148071802.8,2.4299443340972595,129118412.64285716,Upward,Low,High
2024-03-07,2.1645,120927101.2,2.906448245640169,127343981.54285716,Upward,Low,High
2024-03-08,2.1336,131577712.7,3.092223451970507,138038419.44285712,Downward,Low,High
2024-03-09,2.0962,67668912.3,3.2343991500668143,137936331.44285715,Downward,Low,High
2024-03-10,2.068,87583497.1,3.3018517642265275,130890591.64285716,Downward,Low,High
2024-03-11,2.083,108623349.2,2.979441399021717,131205518.94285716,Upward,Low,High
2024-03-12,2.0173,102885481.9,3.297274553432196,109619693.88571428,Downward,Low,High
2024-03-13,2.1152,168992357.0,3.377723679262997,112608344.4857143,Upward,Medium,High
